F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_23646527.mp3|Nós teremos uma força mais forte
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440513.mp3|Revelando expressão duvidosa
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440514.mp3|A troca justa não é um roubo.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440515.mp3|O estranho continuou a segurar a espada na testa do menino.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440516.mp3|Ela mal podia esperar
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440518.mp3|O que seus livros contaram sobre essa época da cidade?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440520.mp3|adicionar erik santos na minha lista de reprodução Metal Xplorer
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440524.mp3|O rejunte foi aplicado na parede
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440526.mp3|Olá!
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440527.mp3|O sol e as estrelas sumiram
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440529.mp3|Por gentileza, me acompanhe até a saída.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440530.mp3|Para os usuários, é importante que eles possam confiar em seu sistema operacional.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440531.mp3|Eu não consigo me apoderar dele.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440532.mp3|Pessoas no trabalho lendo os procedimentos.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440534.mp3|Nós ignoramos os outros pais que não falam francês.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440537.mp3|Você simplesmente não sabe tudo o que você fez.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440540.mp3|Uma família faz piqueniques em um parque com uma estufa no fundo.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440541.mp3|No dia seguinte? o menino encontrou o velho ao meio-dia.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440542.mp3|Ela sabe tudo.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440545.mp3|A margarina é apenas manteiga com um complexo de inferioridade.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440546.mp3|exceto pelo sonho.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440547.mp3|Através da visão única do curador
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440548.mp3|Muitos desses métodos não funcionam.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440549.mp3|Ligar luzes.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440550.mp3|Uma mulher está falando em seu telefone em uma estação de transporte ocupado.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440562.mp3|mostre-me a programação da Duquesa de Langeais no meu cinema
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440563.mp3|Tudo o que você precisa saber que aprendeu durante a sua jornada.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440565.mp3|Amor e ódio são sentimentos humanos.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440566.mp3|Um cão preto e branco está correndo na areia.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440583.mp3|Sim? Eu tive uma cutucada nisso e não consegui descobrir o que estava errado.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440584.mp3|Eu pensei que o desaparafusar poderia ser automático.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440585.mp3|Subconscientemente escolha esquecer
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440587.mp3|Isto é para as crianças comerem.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440588.mp3|Isso é um antílope meu filho.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440589.mp3|Se esse cara puser um ovo.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440590.mp3|Eu sei o que você está sentindo.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440591.mp3|Participei de várias reuniões
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440618.mp3|Os deuses não devem ter desejos? porque eles não têm destinos.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440619.mp3|Quando ele olhou para as pedras, sentiu-se aliviado por algum motivo.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20440620.mp3|A lista, no entanto, de possíveis relações com o número três não termina aí.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_20444721.mp3|um menino limpa as bolhas do rosto.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_23800994.mp3|Ela me disse que o carro estava muito quente.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803262.mp3|Tijucas do Sul
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803263.mp3|Isso é lindo, né?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803265.mp3|Eu amo você
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803266.mp3|Não bata as árvores sob as quais você descansa.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803275.mp3|Dezesseis de Novembro
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803397.mp3|Até que San Juan não engula um fio.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803398.mp3|O conceito de patente, aplicado a programas de computador, não faz sentido.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803400.mp3|Veja você satisfeito!
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803401.mp3|Entenda como agem as variantes
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803404.mp3|Você acha?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803405.mp3|Tufilândia
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803413.mp3|Historicidade e regimental
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803414.mp3|uma asa de morcego e cinco aparas de unhas de gato.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803418.mp3|Sananduva
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803419.mp3|E diga o verde-louro dessa flâmula
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803421.mp3|Itapiratins
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803427.mp3|Bandeira
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803429.mp3|Como você conseguiu essa arma?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803430.mp3|Correram ainda algumas semanas.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803431.mp3|Riachão do Poço
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803432.mp3|Eu não sei do que você está falando comigo.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803436.mp3|Eles fazem uma flor roxa sangrenta claramente muito eficaz.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803442.mp3|Canarana
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803443.mp3|Você não sabia disso?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803445.mp3|Barco mal guiado, logo estrelado.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803446.mp3|Nunca é demais lembrar o peso e o significado destes problemas
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803471.mp3|Picuí
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803487.mp3|Eles pareciam frenéticos, como se gravitassem sobre eles um peso enorme.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803488.mp3|Palmeiras de Goiás
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803508.mp3|Cultivo da terra seca, que corresponde à terra usada para o cultivo de cereais.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803510.mp3|Glória d'Oeste
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803517.mp3|Tomara este título para ajudar a propaganda da nova escola
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803518.mp3|Em relação ao júri considerado como meio judicial, direi apenas duas palavras.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803519.mp3|Tinta de leite, por favor.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803520.mp3|O riso vai por um tempo.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_32803521.mp3|Não teremos nada a perder, talvez nossos grilhões
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25711781.mp3|As comunidades indígenas merecem proteção
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25711873.mp3|Se você quer mentir, diga o que você ouve.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25711976.mp3|Ego versus intuição
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25711978.mp3|Realiza higiene e condicionamento capilar na posição ergonômica correta.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25712014.mp3|Outra pausa.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25712441.mp3|Trata-se de compartilhar, em última análise, uma revolução ética.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25712447.mp3|Não, mas foi um prazer conhecê-lo.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25712860.mp3|O gato tem nove vidas.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25712937.mp3|Por enquanto, a ideia era acabar com esse abuso com suas próprias forças.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25775558.mp3|O que sua enteada quererá para a refeição da tarde?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25775634.mp3|Em agosto, às sete é escuro.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25775655.mp3|Também especifica que esses sites serão classificados na proposta da corporação.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25775658.mp3|Se você quer se casar, fique no mesmo bairro.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25775714.mp3|Miserável
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_25775716.mp3|O café da manhã é ótimo se servido com bebidas quentes.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028250.mp3|Bata os ovos em uma tigela de fundo, coloque-os e despeje a cebola.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028254.mp3|Ele cuidará para que os contrastes causem brilho, como acontece entre preto e branco.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028330.mp3|É melhor suar do que espirrar.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028331.mp3|Não pode
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028332.mp3|Nós viemos de Ullastret.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028333.mp3|Tem pedras empilhadas nas laterais.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028451.mp3|Ninguém conseguiu desencadear o mistério.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028452.mp3|Posso usar o telefone, por favor?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028453.mp3|Antivírus são importantes para se evitar spywares e malwares
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028481.mp3|Qual é o seu papel no dia-a-dia na vida do indivíduo?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028482.mp3|Nós acreditamos que sim.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028483.mp3|Do Natal a São João, meio ano.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028505.mp3|Ganhe fama e deite-se.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028507.mp3|Supervisiona a transmissão de casas com proteção oficial.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028508.mp3|Dê um argumento
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028509.mp3|Em junho, cada gota, como o punho.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028526.mp3|Afaste-se de mim, embusteiro
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028527.mp3|Venha tranquilo, não venha afobado não
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028529.mp3|Representantes ou procuradores dos grupos que solicitam subsídios à Direção Geral de Mulheres.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028531.mp3|Define parâmetros de controladoria
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028578.mp3|Todos que engordaram com o seu trabalho!
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028585.mp3|Curitibanos
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028587.mp3|O hospital está lotado e precisa de mais bombas de oxigênio
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028600.mp3|Onde você está trabalhando?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028621.mp3|Eles multiplicam seus trabalhos e diminuem o mérito de cada um.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028625.mp3|Fugir seria equivalente a provar o que até então eram apenas suspeitas.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028665.mp3|A verdade é que eu não fiz antes porque a comida era estranha.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028668.mp3|Palácio Itamaraty é a sede do Ministério das Relações Exteriores
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028669.mp3|Você tem alguma informação adicional sobre o assunto?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028687.mp3|Um homem sem pátria é como um solo sem sementes.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028688.mp3|Mais do que um slogan, é uma declaração de princípios.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028689.mp3|Indo para casa e escrevendo uma mensagem
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028711.mp3|Referência especial aos atos judiciais, de procedimento e que esgotam a via administrativa.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028712.mp3|Eu odeio ver tênis.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028714.mp3|Lírios, girassóis, rosas, papoulas e Amarílis são flores
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028835.mp3|Se todos os dias foram gastos, foi sobre falar de negócios.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028836.mp3|Pernilongos malditos
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028838.mp3|Pescador de cana, ladrão de uvas.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028854.mp3|Qualquer planilha permite calcular essas equações imediatamente.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028855.mp3|O bom homem é como o trigo do bom dia.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028857.mp3|Tem uma área construída de dezessete metros e oitenta e um centímetros quadrados.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_27028858.mp3|Nós vamos.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619813.mp3|Sant'Ana do Livramento
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619814.mp3|Em julho, traga as brânquias para o sol.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619815.mp3|Vejo bem que o senhor gosta muito dela...
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619817.mp3|Ela ficou por um tempo
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619818.mp3|Você é muito melhor desde o frio.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619819.mp3|É mais que tempo, e já agora pode haver uma dificuldade.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619820.mp3|Ipuã
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619824.mp3|Um maldito banho de sangue maligno explode seu cérebro em um artista.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619825.mp3|recebo a perturbação da sua ocasião em que lhe não agrado
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619827.mp3|Você está ficando pior lambendo do que mordendo.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619828.mp3|Damião
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619830.mp3|O cartão é de débito ou crédito?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619831.mp3|Arenápolis
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619832.mp3|Você segue o caminho
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619833.mp3|Barra do Turvo
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619834.mp3|Mulungu
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619835.mp3|Itapebi
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619838.mp3|Onde o amor mostra, não há outro mestre.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619839.mp3|Ilhota
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619841.mp3|Olho d'Água das Cunhãs
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619842.mp3|Ela está com o novo médico então hoje, então talvez ela chegue atrasada.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619854.mp3|Horizontina
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619856.mp3|Santa Salete
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619874.mp3|Traga as lápides
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619883.mp3|Joviânia
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619887.mp3|Junqueirópolis
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619889.mp3|Nós viemos de Setaigües.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619890.mp3|Estância Velha
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619903.mp3|Bodoquena
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619904.mp3|O integrador fornece os animais, os meios de produção e os serviços acordados.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619905.mp3|Água para o rosto, vinho para a alma.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619906.mp3|Não há carga mais pesada que uma mulher leve.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619913.mp3|Ibicaraí
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619914.mp3|Palmeira d'Oeste
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619915.mp3|Incêndio nas alturas
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619916.mp3|Igarapé-Miri
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619930.mp3|Não certifica cartões de carteira de motorista.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619931.mp3|Cirurgia de recondicionamento sexual
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619942.mp3|Muitas raposas varrem e poucas se tornam boas.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619943.mp3|Areia Branca
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_30619946.mp3|Nordestina
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401291.mp3|Sentado à porta da cozinha
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401292.mp3|Mas em seu coração ele sabia que isso importava.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401293.mp3|Não é mau isso
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401294.mp3|era uma vez uma bela mulher
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401295.mp3|Na noite seguinte, o menino apareceu na tenda do alquimista com um cavalo.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401297.mp3|um bebê sentado no meio do chão, rodeado de fraldas limpas
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401298.mp3|Eu nem perguntei a ele.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401299.mp3|E tudo é justo no amor e na guerra?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401301.mp3|Uma mulher com laços rosa no cabelo toca um instrumento.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401303.mp3|Há um homem deitado ao sol ao lado do oceano.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401311.mp3|Os doze dólares incluem tudo.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401314.mp3|criança dormindo em sua cama.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401315.mp3|Enrolado em um lenço e cego pela nevasca, o menino correu para o metrô.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401316.mp3|Ter é melhor que esperar e esperar.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401317.mp3|Ele achou o banheiro ocupado.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401318.mp3|Quero falar com você.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401319.mp3|Minha mãe tem mal de Parkinson.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401323.mp3|Vamos passar as férias na praia
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401325.mp3|Os narcisos eram como um tapete no jardim dos fundos.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401341.mp3|Um homem barbudo sendo espancado por um policial.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401344.mp3|Ele vai apreciar sua honestidade.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19401345.mp3|O gotejamento constante é pior que uma chuva torrencial.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19501837.mp3|O que mais você está?
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19501838.mp3|Algumas crianças em jalecos estão fingindo fazer uma cirurgia em um manequim.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19501839.mp3|Mas isso foi simplesmente porque meu olho estava cansado.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19501841.mp3|Assim que ele me viu no meio da multidão? ele me chamou para descer.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19501843.mp3|Você pensa pouco
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19501844.mp3|Ele estava vestido, simplesmente, quando criança.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19501846.mp3|Um coitadinho que nunca quis dizer nada a ninguém!
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19501848.mp3|Uma ginasta está pendurada em anéis.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19501850.mp3|Um homem segurando equipamento de mergulho? pula na água verde do oceano.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19501851.mp3|Mulher que veste um lenço alaranjado que guarda um telefone celular.
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19501852.mp3|Oportunidades e estratégias
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19501853.mp3|Por favor, não alimente os pombos, senão eles vão te assombrar para sempre!
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19501854.mp3|Estava ensolarado há um minuto!
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19501863.mp3|me dê a previsão para a próxima terça-feira. para Ree Heights
F:/Downloads/cv-corpus-17.0-2024-03-15-pt/clips\common_voice_pt_19501864.mp3|Eu sou um aventureiro? procurando pelo tesouro? ele disse para si mesmo.
